,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,Timestamp
6,52,XRP,XRP,xrp,1308,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55235913166.0,99987652657.0,False,,7,,,,2024-04-30T13:38:00.000Z,0.4969391258124957,1163318715.6914213,14.9015,0.32817554,-1.84257007,-8.71710606,-20.90346259,-16.15995399,-1.93911469,27448886402.16696,1.2231,49693912581.25,,2024-04-30T13:38:00.000Z,,,,,,2024-04-30 13:38:58.326403
7,74,Dogecoin,DOGE,dogecoin,958,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144098656383.70514,144098656383.70514,True,,8,,,,2024-04-30T13:38:00.000Z,0.13471525797991057,1125025377.0059094,26.2297,-0.13184874,-4.35524978,-15.21424862,-34.92220285,9.16979106,69.72371727,19412287669.289326,0.8662,19412287669.29,,2024-04-30T13:38:00.000Z,,,,,,2024-04-30 13:38:58.326403
8,11419,Toncoin,TON,toncoin,306,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3472865535.3795657,5105929732.203246,True,,9,3414166606.0,17701083157.264317,,2024-04-30T13:37:00.000Z,5.1845985272531,173700410.19329897,52.1789,0.60016615,-0.81081332,-8.18362622,-0.19896476,90.45580271,149.79023616,18005413540.076946,0.8028,26472195769.84,,2024-04-30T13:37:00.000Z,,,,,,2024-04-30 13:38:58.326403
9,2010,Cardano,ADA,cardano,1158,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35643134037.293,36841202420.119,False,,10,,,,2024-04-30T13:37:00.000Z,0.43044388617882623,339294258.496724,17.709,-0.12483525,-4.87663279,-15.24509941,-33.55066239,-37.32037531,-14.53790756,15342369130.605194,0.6847,19369974878.05,,2024-04-30T13:37:00.000Z,,,,,,2024-04-30 13:38:58.326403
10,5994,Shiba Inu,SHIB,shiba-inu,803,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-04-30T13:37:00.000Z,2.227247162489529e-05,664903039.4395233,42.4196,-1.04472644,-4.49403253,-15.82850877,-26.79692559,67.24083707,145.53225136,13124931681.176924,0.5854,13130381213.28,,2024-04-30T13:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-04-30 13:38:58.326403
11,5805,Avalanche,AVAX,avalanche,719,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,379125003.9642537,437814643.9642537,False,,12,,,,2024-04-30T13:37:00.000Z,32.85918840413686,502384405.43489844,60.922,-0.25318006,-2.44772075,-14.25788618,-38.80907494,-22.32568979,-5.84066573,12457739933.980547,0.5559,23518922007.64,,2024-04-30T13:37:00.000Z,,,,,,2024-04-30 13:38:58.326403
12,1958,TRON,TRX,tron,972,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87546598870.56465,87546617376.57884,True,,13,71659659264.0,8472307836.977815,,2024-04-30T13:37:00.000Z,0.1182298091282453,414913498.86658776,37.7333,-0.07948662,-0.03267307,5.25151978,-3.66020339,-16.33196565,4.91522459,10350617674.293913,0.4619,10350619862.26,,2024-04-30T13:37:00.000Z,,,,,,2024-04-30 13:38:58.326403
13,6636,Polkadot,DOT,polkadot-new,753,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,,,,2024-04-30T13:38:00.000Z,6.225609337255067,193756825.9646391,25.995,-0.06429315,-4.53671038,-15.42048457,-35.02597475,-26.5361721,-7.63988073,8952136308.863543,0.3995,8952136308.86,,2024-04-30T13:38:00.000Z,,,,,,2024-04-30 13:38:58.326403
14,1831,Bitcoin Cash,BCH,bitcoin-cash,883,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19699265.625,19699265.625,False,,15,,,,2024-04-30T13:37:00.000Z,438.8345662861542,362569374.0694266,19.4734,-0.33261513,-2.78891851,-13.51249541,-27.00445862,39.11885672,86.56108808,8644718686.702621,0.3857,9215525892.01,,2024-04-30T13:37:00.000Z,,,,,,2024-04-30 13:38:58.326403
0,1,Bitcoin,BTC,bitcoin,11021,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19692225.0,19692225.0,False,,1,,,,2024-04-30T14:08:00.000Z,60895.129995802534,30429848746.350735,32.77,-0.30350117,-2.03366323,-8.79007237,-13.67308347,-2.44838546,43.06590269,1199160601281.5925,53.731,1278797729911.85,,2024-04-30T14:08:00.000Z,,,,,,2024-04-30 14:08:58.841802
1,1027,Ethereum,ETH,ethereum,8882,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,122056395.21775669,122056395.21775669,True,,2,,,,2024-04-30T14:07:00.000Z,2998.985538723683,15232331651.741917,7.1138,-0.25010439,-4.3040253,-7.0517856,-17.22542527,-12.82631504,30.34996975,366045364166.7948,16.4223,366045364166.79,,2024-04-30T14:07:00.000Z,,,,,,2024-04-30 14:08:58.841802
2,825,Tether USDt,USDT,tether,84456,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,110643229581.36777,113086550461.5959,True,,3,,,,2024-04-30T14:07:00.000Z,0.9998652070458458,55376655230.47983,23.3169,0.0257846,-0.05111925,-0.06138938,-0.04489398,-0.03434742,0.04030565,110628315653.59534,4.9633,113071307191.38,,2024-04-30T14:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-30 14:08:58.841802
3,1839,BNB,BNB,bnb,2154,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147587816.3804002,147587816.3804002,False,,4,,,,2024-04-30T14:07:00.000Z,563.7855972328447,1220501840.7993028,42.6153,-0.67574282,-3.55311948,-7.31482414,-6.68790692,38.26749095,86.42393124,83207885202.31535,3.7285,83207885202.32,,2024-04-30T14:07:00.000Z,,,,,,2024-04-30 14:08:58.841802
4,5426,Solana,SOL,solana,656,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,447320933.3989815,574910883.1907406,True,,5,,,,2024-04-30T14:07:00.000Z,128.3750270883512,2948383362.0997562,43.8912,-0.3648174,-4.69959886,-18.02670314,-34.81517295,-4.70640997,29.7988489,57424836942.28079,2.573,73804200203.0,,2024-04-30T14:07:00.000Z,,,,,,2024-04-30 14:08:58.841802
5,3408,USDC,USDC,usd-coin,18770,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33335379074.970688,33335379074.970688,False,,6,,,,2024-04-30T14:07:00.000Z,1.0001341019218746,7016281313.482265,30.0275,0.02351818,0.01147154,0.01418091,0.00232971,0.04210189,-0.01938788,33339849413.37106,1.4939,33339849413.37,,2024-04-30T14:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-04-30 14:08:58.841802
6,52,XRP,XRP,xrp,1308,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55235913166.0,99987652657.0,False,,7,,,,2024-04-30T14:08:00.000Z,0.4956865168479121,1164145402.3645554,13.1949,0.09347667,-2.06973118,-9.25145039,-21.05780694,-16.64488616,0.23141483,27379697402.16827,1.2259,49568651684.79,,2024-04-30T14:08:00.000Z,,,,,,2024-04-30 14:08:58.841802
7,74,Dogecoin,DOGE,dogecoin,958,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144098656383.70514,144098656383.70514,True,,8,,,,2024-04-30T14:08:00.000Z,0.1341446164295403,1117411205.2945685,22.0805,0.06178737,-4.5777803,-16.46028708,-35.03901248,6.32756327,69.94219209,19330058988.60425,0.8661,19330058988.6,,2024-04-30T14:08:00.000Z,,,,,,2024-04-30 14:08:58.841802
8,11419,Toncoin,TON,toncoin,306,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3472865535.3795657,5105929732.203246,True,,9,3414166606.0,17911917800.18437,,2024-04-30T14:07:00.000Z,5.246351413755339,174562154.15295404,49.318,1.57344923,0.62986583,-7.19532308,1.4447819,88.5349161,152.96302224,18219873011.320778,0.8164,26787501669.08,,2024-04-30T14:07:00.000Z,,,,,,2024-04-30 14:08:58.841802
9,2010,Cardano,ADA,cardano,1158,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35643134037.293,36841202420.119,False,,10,,,,2024-04-30T14:07:00.000Z,0.42928716981603676,338823053.0168874,15.9559,-0.17210956,-4.76438207,-15.7342564,-33.64941018,-37.74795327,-14.33544734,15301140134.24316,0.686,19317922641.72,,2024-04-30T14:07:00.000Z,,,,,,2024-04-30 14:08:58.841802
10,5994,Shiba Inu,SHIB,shiba-inu,803,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-04-30T14:07:00.000Z,2.221039326211411e-05,667201325.7139986,39.9458,-0.42359914,-4.06435859,-16.83529464,-26.65886529,62.03504526,145.82468765,13088349559.349386,0.5872,13093783902.39,,2024-04-30T14:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-04-30 14:08:58.841802
11,5805,Avalanche,AVAX,avalanche,719,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,379125003.9642537,437814643.9642537,False,,12,,,,2024-04-30T14:07:00.000Z,32.778105254225366,487568253.0601674,44.8658,-0.10543629,-2.93918448,-15.51600719,-38.66568702,-22.49554036,-5.22228099,12426999284.448917,0.5568,23460886846.96,,2024-04-30T14:07:00.000Z,,,,,,2024-04-30 14:08:58.841802
12,1958,TRON,TRX,tron,972,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87546598870.56465,87546617376.57884,True,,13,71659659264.0,8485867429.90176,,2024-04-30T14:07:00.000Z,0.11841903125214615,405843201.9241915,31.0922,0.33942479,0.51219445,5.06140831,-3.62306439,-16.12571741,5.52590321,10367183427.672499,0.4645,10367185619.14,,2024-04-30T14:07:00.000Z,,,,,,2024-04-30 14:08:58.841802
13,6636,Polkadot,DOT,polkadot-new,753,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,,,,2024-04-30T14:08:00.000Z,6.213413120956499,193267297.572523,23.5392,0.05010844,-4.47562297,-16.26456487,-35.10507321,-26.93002262,-6.94797805,8934598717.78731,0.4003,8934598717.79,,2024-04-30T14:08:00.000Z,,,,,,2024-04-30 14:08:58.841802
14,1831,Bitcoin Cash,BCH,bitcoin-cash,883,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19699265.625,19699265.625,False,,15,,,,2024-04-30T14:07:00.000Z,437.18930261065026,357002691.2553146,15.4445,-0.44187144,-2.77986715,-14.47266486,-27.07837525,39.10740276,86.50011598,8612308200.535706,0.3859,9180975354.82,,2024-04-30T14:07:00.000Z,,,,,,2024-04-30 14:08:58.841802
0,1,Bitcoin,BTC,bitcoin,11021,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19692225.0,19692225.0,False,,1,,,,2024-04-30T14:38:00.000Z,60979.228393766876,30458585083.456024,27.2337,-0.33572128,-3.05913454,-8.95142655,-13.6868333,-1.30542314,42.28573831,1200816685856.446,53.7148,1280563796269.1,,2024-04-30T14:38:00.000Z,,,,,,2024-04-30 14:38:59.519617
1,1027,Ethereum,ETH,ethereum,8882,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,122056395.21775669,122056395.21775669,True,,2,,,,2024-04-30T14:37:00.000Z,3003.0179269430378,15264304647.178843,5.3235,-0.44540855,-5.52086276,-7.87860933,-17.28519248,-12.33826486,29.98315716,366537542936.9678,16.4039,366537542936.97,,2024-04-30T14:37:00.000Z,,,,,,2024-04-30 14:38:59.519617
2,825,Tether USDt,USDT,tether,84458,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,110643229581.36777,113086550461.5959,True,,3,,,,2024-04-30T14:37:00.000Z,0.9994897783484189,55437768166.75243,20.5293,-0.01952281,-0.02654653,-0.10499925,-0.06266111,-0.0948307,0.01420328,110586777010.0345,4.9492,113028851255.05,,2024-04-30T14:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-30 14:38:59.519617
3,1839,BNB,BNB,bnb,2154,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147587816.3804002,147587816.3804002,False,,4,,,,2024-04-30T14:37:00.000Z,563.490864346325,1244818038.5480134,46.5609,-0.74434951,-4.62699679,-7.28220974,-6.80467607,38.57893898,85.90775222,83164386219.17842,3.7181,83164386219.18,,2024-04-30T14:37:00.000Z,,,,,,2024-04-30 14:38:59.519617
4,5426,Solana,SOL,solana,656,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,447320933.3989815,574910883.1907406,True,,5,,,,2024-04-30T14:37:00.000Z,128.83106314183144,2967461241.6119385,42.2663,-0.07751221,-6.03545858,-18.40908524,-34.51021754,-2.98100273,29.18751014,57628831415.38716,2.5778,74066380293.27,,2024-04-30T14:37:00.000Z,,,,,,2024-04-30 14:38:59.519617
5,3408,USDC,USDC,usd-coin,18771,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33335379074.970688,33335379074.970688,False,,6,,,,2024-04-30T14:37:00.000Z,0.9998852344748541,7036610524.952362,26.7639,-0.02089403,-0.00820181,-0.0216634,-0.00677737,-0.00939048,-0.03202089,33331553322.68521,1.491,33331553322.69,,2024-04-30T14:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-04-30 14:38:59.519617
6,52,XRP,XRP,xrp,1308,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55235913166.0,99987652657.0,False,,7,,,,2024-04-30T14:38:00.000Z,0.49700268137089265,1168433185.552299,11.1044,0.01278941,-2.9761779,-9.35752007,-20.84893199,-16.22157613,-1.45151539,27452396951.471794,1.2268,49700268137.09,,2024-04-30T14:38:00.000Z,,,,,,2024-04-30 14:38:59.519617
7,74,Dogecoin,DOGE,dogecoin,958,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144098656383.70514,144098656383.70514,True,,8,,,,2024-04-30T14:38:00.000Z,0.1346587060147986,1123649779.3619602,19.8228,-0.04197889,-5.80507838,-16.57803742,-34.98319155,6.34265464,70.04928796,19404138607.10083,0.868,19404138607.1,,2024-04-30T14:38:00.000Z,,,,,,2024-04-30 14:38:59.519617
8,11419,Toncoin,TON,toncoin,306,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3472865535.3795657,5105929732.203246,True,,9,3414166606.0,17923293096.221596,,2024-04-30T14:37:00.000Z,5.249683206649464,181268841.17543545,52.5867,1.25534656,-0.9129243,-8.08645326,1.06592516,90.34948619,153.50357839,18231443880.033806,0.8151,26804513569.48,,2024-04-30T14:37:00.000Z,,,,,,2024-04-30 14:38:59.519617
9,2010,Cardano,ADA,cardano,1158,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35643134037.293,36841202420.119,False,,10,,,,2024-04-30T14:37:00.000Z,0.4309091136562054,339231129.611707,14.8713,0.10808087,-5.94055191,-16.0765654,-33.43672487,-37.31608708,-14.42446492,15358951295.93925,0.687,19390910114.53,,2024-04-30T14:37:00.000Z,,,,,,2024-04-30 14:38:59.519617
10,5994,Shiba Inu,SHIB,shiba-inu,803,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-04-30T14:37:00.000Z,2.2299947840766555e-05,674681045.3007326,38.982,0.12336402,-5.54396719,-18.3591502,-26.37491356,57.08769753,146.23346528,13141123124.239063,0.5881,13146579379.11,,2024-04-30T14:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-04-30 14:38:59.519617
11,5805,Avalanche,AVAX,avalanche,719,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,379125003.9642537,437814643.9642537,False,,12,,,,2024-04-30T14:37:00.000Z,32.98143130816576,486360762.55169386,38.4777,0.37202046,-5.08747766,-16.07167308,-38.19255746,-21.46014563,-5.33135497,12504085275.455105,0.5593,23606417209.61,,2024-04-30T14:37:00.000Z,,,,,,2024-04-30 14:38:59.519617
12,1958,TRON,TRX,tron,972,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87546598870.56465,87546617376.57884,True,,13,71659659264.0,8540088737.009017,,2024-04-30T14:37:00.000Z,0.11917568161392782,419596916.2903809,32.5406,0.80002877,0.75760531,5.64076893,-3.08082257,-15.51739968,6.05880806,10433425593.380665,0.4667,10433427798.85,,2024-04-30T14:37:00.000Z,,,,,,2024-04-30 14:38:59.519617
13,6636,Polkadot,DOT,polkadot-new,753,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,,,,2024-04-30T14:38:00.000Z,6.235042247967593,194679387.93151718,22.4829,0.15151787,-5.66672972,-16.49249822,-34.88222557,-26.3627401,-7.33288112,8965700395.190409,0.4011,8965700395.19,,2024-04-30T14:38:00.000Z,,,,,,2024-04-30 14:38:59.519617
14,1831,Bitcoin Cash,BCH,bitcoin-cash,883,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19699265.625,19699265.625,False,,15,,,,2024-04-30T14:37:00.000Z,437.9372198314976,356022574.3872089,12.3598,-0.204484,-4.49991038,-14.95702178,-27.14151999,40.90251323,85.88103626,8627041620.534689,0.3859,9196681616.46,,2024-04-30T14:37:00.000Z,,,,,,2024-04-30 14:38:59.519617
